"","GP","A1","A2a","A2b","A3a","A3b"
"1","Recruits Per Spawner (R/S)",1.60830276599629,0.767255145327014,0.759223329915417,0.766379519170482,0.538107253363943
"2","Geomean Spawners (NOR)",316.20957417306,33.9636010498121,32.8372794215842,33.8546046276588,10.0665820970501
"3","QET Threshold",0.585466666666667,0.973933333333333,0.975333333333333,0.974266666666667,0.996933333333333
"4","SAR",0.0420154413022501,0.0420154413022501,0.0420154413022501,0.0420154413022501,0.0420154413022501
"5","Marine Survival",0.0421614623205773,0.0421614623205773,0.0421614623205773,0.0421614623205773,0.0421614623205773
"6","Initial Marine Survival",0.0421290168819225,0.0421290168819225,0.0421290168819225,0.0421290168819225,0.0421290168819225
"7","DPS",0.854346754525143,0.674458255807277,0.671615821779084,0.674099851951596,0.837579043101021
"8","DPE",0.817397748199654,0.577946640109325,0.57622863837537,0.577930709396103,0.400709123077371
"9","DPS*DPE",0.715684211853875,0.389886871998718,0.387256463948093,0.389678747539998,0.313932468255482
